reviewText,Positive
There is a camera feature in the program that allows you to take pictures for your records. If you look through the screenshots you will see it. Thus the camera permissions. I keep my camera's lens covered until I need to use it so I understand the need ,1
great app.  never forget a bill due date again and know what you owe in a second.  makes my life easier.  and isn't that what we all want.,1
"I already bought this last year and started to use it. It is a pretty good app that is basic and simple, not too complicated to where it is a hassle just to input things. I still have the app but it became much easier to use the Pageonce and Mint apps. U",1
Don't waste your time with purchasing this app! I removed it three days after my purchase and wont touch it again.,0
I cant boast enough on this ap. this is worth paying for. It gives you a reminder when your bills are due. I use it on my kindle fire and it works great. highly recommend this ap. you will not be disappointed!,1
this app is really simple to use and an easy way to keep track of many bills and what is due between each paycheck,1
this is just what I needed to stay on top of bills.  I love the simplicity and ease of use.  nothing fancy but that's. not what I wanted.,1
Works as promised.  Keeps me mindful of all bills I have coming up. One of the more important app in my collection.,1
I cannot really find anything wrong with this app. It's really easy and straight forward to use. I had no problems setting up my reminders and it keeps reminding me until I select 'paid' which is great for me because I tend to put things off and then for,1
This app is a life saver and I simply love it- no complaints! I would definately recommend it if you haven't tried it already. I'm glad I got it while it was free cuz I got to try it and I don't regret it.,1
"This is a very useful app. It gives me a quick overview of all of my finances. Once you get the hang of it, it is easy to add,  edit,  or delete information.",1
I do not use automatic bill pay for credit cards so need this reminder  to make sure I pay on time.  great app.,1
"the moment i click on due date, it crashes. can't even use it. regularcalendar is more reliable. and once it crashed, the Amazon app store app shows this app needs to be reinstalled. the due date shows 2012null3null12null, maybe tech can see this to fix ",0
this bill organization app is so simple its funny! it keeps a simple single list of bills that are due shortly and allows you to pick an advanced reminder time as well. it is the perfect simple organizor that everyone can use. perfect!,1
This bill reminder app is the best. I can store my bills and have them recur every month. They also have a reminder feature so you do not miss paying your bills. Love it!!,1
Works like it says it will.  I'm very happy with it. Would recommend to anyone trying to keep on top of bill paying.,1
"For each bill I entered I receivednot one, but four and five alerts at a time. Even after I marked bills paid, I continued to get overdue alerts. I installed it.",0
This particular app is very useful.  It is easy to use and accomplishes just what I need.  Straight forward...what you see is what you get.,1
"With this simple app you can input all your monthly bills, set them to repeat, and even set reminders if you want to. I'm a busy man with a busy schedule. Come pay day life is a little bit hectic and it's hard to remember exactly WHAT needs to be paid, W",1
"This is a great little reminder app to keep all your bills in line.  I have been using it a few months now and is nice to have the pop up reminder that I have a bill to pay.To make it easier for me, I have averaged the amounts due each month. The only th",1
Absolutely love this app. It helps me keep organized with my bills. I use it every month.  You can set up notifications to remind you when a bill is do. This is a great app worth the money.,1
I almost didnt download this app but I love  it works just fine for me. I love the reminders ;Its a must have,1
I like how well organized it is for how inexpensive it was.  It so easy to customize the catagories.  Every element of keeping a general file on a bill or payment is there.  I love using it.,1
OMG.....This app is the best thing I could have ever gotten. It is extreemly easy to use.....just put in all your reccouring bills and income.....not only does it keep track of your due dates and remind you that there. homing up.  It also shows you how m,1
"i have tried 3 other aps like this, but have found them hard to use. taking way to long to set up, then to find errors when i thought i was finished with the set up. this ap is easy to enter info and set up. i found no errors, when finished. dont know wh",1
"I just downloaded this app a little bit ago.  Ive already entered my monthly bills very easy.  also created a new category.  now I wont have to find my bill book each month, just open my app and I will know in an instant who to pay each week.  Love it. g",1
"for real adults that have real bills. it works great on my kindle fire. for you kids that want to give it a bad rating just because you don't have bills and its not a stupid game, why bother to leave any feedback at all? move on.",1
"my first entry was for a regular income. I marked it as income. I set it to repeat every 2 weeks. after saving, I went back to view it and not only did it appear as a payable, but the next repeat date was 2 YEARS out. not at all how I entered the informa",0
"It was not too difficult to learn the interface to this app. It's attractive and functions well. I like that the Icon doesn't give away the true nature of the app in case of prying eyes. Once I had it properly set up, and, yes, there is a wee bit of a le",1
"I have several different kinds of calendering systems, but this one has insured that I never forget when a bill is due.  When it sends a reminder, I know to pay the bill, it is that simple.",1
I purchased this from Amazon. Has worked great until I had to reset my phone.I depend on this app and it has now failed me. I can get it installed but it won't let me restore s backup file. It also force closes when I try to add an entry to start over.Pl,0
This application has been a great help to me to remind me what bills I have and when they agree due.,1
"Easy to add bills, simple UI allowing users to manage all their bills at a glance, reminder timers for multiple says out help.",1
This APP does what I need - reminds me so that I won't be late.  Very pleased!  I use the monthly reminder most of all.,1
"I like this app so far because it appears to be very simple and efficient at reminding you to pay your bills. I track all my due dates on my calendar, with reminders, but the drawback there is that I don't always know if I have paid a bill already or not",1
There have been several times when I received a bill late or not at all. If not for this app my payment would have been late.  Also makes budgeting easier.,1
"A great app that does what it says. For those with reading comprehension problems, the camera permissions are clearly explained in the description. You can take a photo to be included in the reminder. There are no communication permissions so it can't se",1
this app I use on my kindle fire and helps me so much. me and my finance are just living. on our own. for the first time and it really hepls us know where we stand financially.,1
HighlyThis has been a great tool to budget mymoney.  very easy to set up and edit as needed.  Would highly reccomend this.,1
This is a great app. it really helps with keeping track of bills by offering a payment reminder and it is very easy to use and understand.,1
"Some funny a s s reviews at the bottom. lol. Anyway, great app and would highly recommend it to those that need help remembering",1
Exactly what i needed.  Ive kept a notebook listing in and outs paids and to be paids and then i found this app. It took me about 30 mins to add everything exactly how i wanted it and now i can relax and have it keep track of monthly bills for me. Tjank ,1
So far this app is doing what it says it does. Easier for me to use instead of keeping track of my bills on a notepad. It free so try it.,1
nice app and at least it isnt a 3yr old's theme game! like it a lot. you should download and try it at least once guys,1
"Who needs an app to remind them the rent is due? That's what moms are for. When my rent is due, my mom just hollers down the stairs and reminds me.",1
this is a nice little device for those who have a bad memory. it helps me remember when my bills are due.,1
"The app is obviously a good idea. I know this, not from experience, but because I can use my brain. Not everyone pays a single rent, cable, and cell bill once a month, like me. I know that there are people out there with more than three bills. Some peopl",1
This app is another great app by Handy Apps.Works well and is easy to use.I only wish there was an online snyced version to use as a alternitive.,1
"This app helps me keep up with my bills, paychecks, and money owed to me or anyone else. It works great with the kindle fire. I highly recommend this app for people who like to be neat and reminded.",1
"Since my mom cant remind me &amp; I'm not in jail...I occassionally need a reminder w/dealing w/work, home &amp; kids &amp; their activities. Nice app but it does need a quarterly bill reminder &amp; a bi-weekly income entry. Cant enter income since both",1
Aside from a few glitches (deleted bill reminders still showing up months later) this is a great little app.  When my computer stopped working a few months ago I lost access to my Quicken bill reminders and this app saved me a lot of hassle and potential,1
"This does not have tons of bells and whistles but it gets the job done. I got tired of having bills drafted out of my account and having them bounce for one stupid reason or another (my fault, of course) so I started manually paying my bills again like i",1
I couldn't even play the game because it showed up too tiny on my kindle. would not recommend it to any one.,0
My son loves the game and enjoys playing this game on the ipad.  He also likes the timing feature on the game.,1
This is my favorite checkers game.  It is very challenging and fun to play. I would purchase from Bluesky Studio again.,1
this is an amazing app!  I bought it almost a year ago...happy 2 pay full price because of the quality! I have never even noticed &quot;in-app purchases&quot; because I was 2 busy creating pottery! the point of the entire game is to make pottery &amp; se,1
lol suckas if u want it dnt buy it for the money buy it when it freeeeeeeeee! stupid.god dont say it sucks unless u pay and dont pay just w8 for ir to be free!,1
this is a really fun game get it if you don't like it you don't No what fun apps are get it get it,1
Don't support greedy devs who trick there customers into buying full game then wiping it out and adding IAP to the game.,1
"One word: Great!!!! I don't know why its getting hatred reviews... I have the free app of the day because of prime, so I got it free. It works good on the Kindle Fire. Its not a rip off.",1
Look I got the update and I don't care about it and you guys can whine all ya want but all it is/is pure gold!!!!,1
Even my 5 year old is enjoying this. She is getting a kick out of selling her pots and seeing if she makes more coins than mine do. I've been playing this off and on for a few hours and haven't seen anywhere that I need to pay money to purchase stuff. It,1
If you like to be creative and also be  challenged to match shape size and color of interesting pottery designs.or make your own custome designs you will enjoy this app. well worth the money for app an any brush packs you may add on,1
"I loved this game way back on iOS. When I gave up the Apple ecosystem, I thought I'd be losing this app and was so happy to find it for Android (Kindle Fire in particular!).I have restarted the game many times; saving up points to repurchase paint &amp; ",1
i love this app! saw it awhile back and snagged it when it was free. very fun game to play as well as just be creative. i've been playing with it for hours since i downloaded it.,1
I love this app so much I've been playing for 4 hours straight. I enjoy every aspect of this game.,1
this app is very addicting and relaxing.  it is nice to just be able to be creative.  the graphics are wonderful.  it makes me want to take a pottery class.  I wish there were more apps like this one.  I showed it to my mom and now she wants a kindle fir,1
"This game is a lot of fun, very relaxing, and lets your creativity flow.  The possibilities are endless.  I highly encourage you to try it if you are looking for a self paced game",1
Unacceptable to have IAP's in a premium app. Don't support that. Tell these devs no with your wallet because that's the only way they'll understand.,0
"After reading some of the reviews of people whom have spent 5 full dollars initially for their game, only to find out that the update changed their premium game to play-to-win format is just plain wrong. I understand that companies need to earn money, bu",0
"After seeing all the 1-star reviews I got curious, so I thought I 'd give it a try anyway...it's free right. It's. fun and I'm not sure what everyone else is referring to when saint there are other money transactions. I've. been playing it for a little o",1
Do not try to sell an app as worth $5 and then require more in app money to be able fully enjoy it.,0
"I don't mind IAPs when the app is free and the IAPs give an advantage, but not when the IAP required to complete out unlock everything. Then on top of that, this game isn't free.",0
These devs are only out to rip people off. I feel for those that paid full price for this only to have their time investment taken away. Don't support these scumbags.,0
terrible in app purchase.  if the program uses Iap then it should be free.  and it should tell you up front what and how much the iap.,0
If you like creativity buy this. its fantastic and very addictivenalso it has a very good game pace. I strongly recomment it,1
My son enjoys this app immensely.  I do as well.  We love to create all different kinds of pottery shapes and see how much we can 'sell ' them for.,1
&quot; Let's create pottery &quot; is not a bad game at all... I don't know what you people are saying but whatever it is... it is weird because my cousin has the free version on her IPhone4 and its great! the Icon is even there.,1
I haven't even bought this app yet but it sucks .what ever you do do not buy this app. for yore safty,0
"Okay loved the app, thought that it worked great on kindle fire.............................................................................. I don't know why no one would like this.",1
This is by far the best free app ever! Stop hating cuz you don't know how to play it. It is AWESOME! I love it. My favorite app.,1
this is horrid why would u pay 4.99 ot was for free but really woot woot its a pot its not like u can take it out of the stern and keep the thing SO GUESS WAT I STICK MY TOUNGE OUT AT THIS GAME BOOOOOOOO!!!!!!!!!!!!!,0
"please calm down everyone. this game is amazingly fun. I haven't even seen any aip's in this game at all yet. if you got this game for free like me, you shouldn't be complaining. the graphics and gameplay are terrific. :D",1
I THOUGHT THIS GAME WOULD B FUN AND CRAFTY  BUT WHEN I GOT THE GAME AND IT WAS INSTALLING IF FROZE AT 60% NOW ITS STUCK THERE!!,0
"Interesting activity-type game. But adding In App Purchases to an already high priced game is absurd. It's a shame that these bait and switch ""free paid app"" cons keep slipping through.",0
I love all pottery and this game is awesome I love it I'm really good at it I love pottery :-),1
Shame on those who don't like this game.  Quality game with good graphics but a bit over priced.-Whales CEO and director of written reviewsc. November 2012[...],1
I love this app its great and its like real pottery making I love it I think you should to,1
"I don't get why so many negative reviews.  The choice to spend money is yours.  When your creations are auctioned off,  you receive &quot;money&quot; that can be used to purchase paint,  brushes,  etc. If someone is dumb enough to spend real money on suc",1
"This game is probably the best game I have ever played on my tablet. From looking at the cover I didn't really pull me in, but don't judge a book by its cover.",1
"This game is simple, creative and fun. This is good for kids to learn better motor control. Also, it helps with creativity. Fun for adults too. It is very stress relieving. I wouldn't suggest buying this if you want something action packed. This is more ",1
"Better than most time-wasters. This one will help you appreciate the finer things in life. It kept my wife, my son, my daughter, occupied for a concert I was enjoying, but they were tuning out!",1
"This app is set at a premium price, $5, then the dev wants to make money off of in app purchases!? Infinite Dreams gives developers a bad name!",0
I. downloaded this app for my kindle fire when it was the free download of the day and I love it! It's fun and creative but also relaxing. I also purchased the .99 add-on packs to have more design options. If you like to create I would definately reccome,1
I cant believe it!!! I downloaded this app when it said it was free and then it took one whole day to install and then the next day it said it was $5 and they made me pay and I didn't like the app at all! and my kindle isn't slow to install anything at a,0
"Just one more developer looking to bilk consumers out of money to feed their truly selfish desires.  If you want to put people like this out of business, send them a message by not spending additional money on their products.  This will force them to mak",0
My first clue this wouldn't be the most well built program was when the description read &quot;spin your clay creations on your smart phone.&quot; Typically when someone makes an assumption like &quot;oh my God of course everyone will unconditionally be ,0
This game is fun and worth the 5 bucks. I bought it and I got color and had no problems it is addicting and fun. I recommend this app. From Austin,1
fun game that keeps you occupied. My whole family loves it and it is very fun to create crazy pots :),1
"This is the funnest and Greatest Apps i have tryed so far. The downside is it's $4.99. but to me it's so worth it to see what you can create and see how much you can sell it for. it's a must buy! dont listen to the other comments, cause im telling you th",1
this is the best app ever!!!!!! I love it soooooooooo much!!! I couldn't ask for a better app!!!! its soooo fun!!!! I totally recommend this app if you love pottery!!!!:) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :) :),1
You should be ashamed. Although it's clear you have no morals and are unable to feel shame. I too will avoid your apps from now on; you've been added to the list.,0
You can't do anything but shape clay on the wheel and fire it. You have to buy everything else to decorate it. Total rip off!!!!!!,0
I don't  know why everyone hates this game it's  awesome not bad. i don't  get why you can't  just get everything with the game though.,1
"This game was fun at first. But when I was making my 3rd pot, my kindle suddenly froze. I had completely restart my kindle. If this is fixed, the game is really fun and I will give it 5 stars!",0
This game is wonderful even better since I got it free during app of the day I highly recommend this!,1
So many people have ready said it... IAP for paid app is just ridiculous...especially when said app is $5! And from what I've read this dev has one of those tricky tricky business models that sold this app as premium with all content and then pulled an u,0
"I have seen this game from infinite dreams for some time now,  but the $4.99 price was kept me away. For a FAOTD this was a great surprise! I haven't set down my phone since I downloaded this game. Make a piece,  sell it,  and buy more colors and materia",1
"After reading many reviews on how this app was first sold (honestly, I find it truly hard to believe that anyone would pay $5 for an app,) and then converted to an IAP game, I won't purchase it, even for &quot;free.&quot; I did consider getting this for ",0
But Infinite Dreams needs to update it and add more because they've lost their base fans.  Most people aren't going to pay $5 for an app.  I see a lot of opportunity to work around that.  Even though everyone will complain about ads there's a better chan,1
The product description states explicitly that there are real money spending options in this app. And that parents can limit & control that through menu settings. NO such menu is accessible from within this app's menu on a Kindle Fire! So be forewarned y,0
I fell in love with this app over a year ago on my ipod and I am so happy it works great on my Kindle Fire! I also love being able to post my creations on to my Idreams community page so even after I sell them I still have them and can show them off!! GR,1
"I LOVE THIS! it is so unique! there are always things to do! there are quests that give you inspiration when youve run out! its like nothing else ive ever played! i am so glad that i got this when it was free, but it is worth the money others have to pay",1
"Here we go again, more and more greedy developers everyday. Why would anyone sell you anything incomplete is just wrong. Charge one fee and make both you and the buyer happy. Greed is evil!! Not recommending this app to anyone and i hope your ratings go ",0
"I have never understood companies that rip off their customers. You pay $5.00 for an application (which is the beginning of the higher end cost for apps), then REMOVE features and try to get the customers to pay even more money!I'll go out on a short lim",0
This was a wonderful free app of the day. I have seen some reviews that you may have posted and I found out how to paint the pot and add decorations. Paint: Slide your finger up and down the pot. Slide it on the same spot again to make it darker. Brushes,1
This game is one of my favorites really it is so if u like creating unique and cool pottery this is for you! I would definetly not listen to the haters this game is 1 everybody should get! 5 stars,1
I could not open it. You can do it for real in the first place. I think it was very stupid. Please do not get this app it is not worth it at all.,0
"This game is great for future artists. People who enjoy pottery will really like this game. As you sell more pots and earn more money, you can unlock more.",1
this app is amazing me and my mom fight over who gets to play it next and whoever put a bad reveiw don't listen I garenty if you buy this app u will love it!!,1
it'fun because u make a shape and disinit and Colorado it and sell it or kept it in your colletion,1
omg this game  is so awesome i have it on my kindle fire i got it for free trial on my kf and it is awesome i reccomend it!!!!!!,1
Really? Again? In app purchases? Here let me give you a star and feel free to use it as a suppository.,0
"I thought I'd hate it, but since it was featured as a free app today, I snagged it. I probably wouldn't pay for it, but it is incredibly fun. I can't put it down. I can see myself purchasing the add-ons though. It makes me want to make real pottery.To pe",1
This is a pretty robust app that can be played in relatively short bursts. I don't plan on using the in app purchases and haven't needed to. anyone complaining about IAP has obviously not tried the game at all and has no concept of how developing and mar,1
totally fun! I don't even know how to get the in app purchases but this app works fine without it,1
"I like this app. It is fun to play and very relaxing. I have finished the app twice, and am waiting for an update.",1
"This review is just to balance out the fake 5-star reviews put on by the greedy devs. But then, a $5 app which wants you to keep spending even more in-app deserves zero stars.",0
I think that this game is the best game that's ever been invented and I love this game and I play it everyday,1
"In app purchase on a 4.99 application.Are you serious? Plus an application to create pottery. Again, are you serious?People must have more money than brains to be shelling out 5 Buck for this crap.",0
"Give all the content, rake in 5 star reviews, wait until sales get low, then zoom in and change the content to premium, all the while laughing at customers who were sucked into the scheme. And you get to kiss your 5 dollars goodbye or pay out som more fo",0
this app is another exapmle of greedy developers.  I had this app and had acquired in game materials. .well then the update caused all my stuff to dissapear and the app was telling me I had to use real money to buy the stuff I already had!  fail,0
$5 to virtually create an ash tray? I'm sure some people may enjoy this app and more power to them but what's next virtual baths?,0
I got this app on my kindle fire and it works great. I didn't have any problems or glitches or anything. its pricey but I think its worth it for the hours of fun it gave me.,1
"I grabbed this as the faotd a while back, and I don't regret it at all. I enjoy the game as a way to relax, and be creative at the same time.My 4 year old loves this game too, and creates some amazing stuff. The only complaint I have is that my 4 year ol",1
I think that this app is great. It is very fun for people who love art. It also gives you a lot of selections of how you want to create your pottery. Get this app it is great. (Written by my granddaughter),1
this game is so fun u need to get this game now I got this game for free but if I didn't then I would still pay 5dollars for this game this game is great,1
this game is a very good time killer and it is very. fun!!! you should get it because it gets your imagination out!,1
its so much fun its like u have ur own pottery business don't listen to the bad reviews get it.,1
Just because its going to premier as FAOTD does not mean that you must cripple your app's rating by charging more. Treat a FAOTD as a time to get people to try your app and raise your rating. Think of the future not the present. Now no one will buy your ,0
I love potery so now i dont have to waite so long for it to come out and i can be me. it may seam like a wast of money and time but it is fun when yu play it alot.,1
it is annoying sell the app for more money then don't sell for 4.99 then raping customers for more money afterwards,0
I don't see anything wrong with this game. So I don't know what's up with everyone saying crap about it. I love it. Its very addicting and it sure does kill time.,1
I love this app so much its so fun I play it every night!! you got to get this!! what this app is about you make pottery!! you make the shape then you color it and more!!!!,1
"It is so exciting to create pottery that you wouldn't go out and do. The option to sell it is awesome. What a great, fun pass time.",1
"What a fun, relaxing and entertaining activity this is.  I am so tired of all the hack n slash, tower defense, city builder, match three, hidden object, boring word games, games that offer no creative challenge, no opportunity to stretch your imagination",1
"I really don't understand the IPA hate. It doesn't make the game any less fun, and that's what a review is about. This game makes incredible use of the touch screen. It can be as simple or complex as you'd like it to be. It actually got me interested in ",1
Started Out Free Then This App Stopped Working.. Said I Need To LOg In To Amazon To Fix. ThenI Seen That They Are Making You Pay To Play...  Even If You Unlocked Items...  Idiotic Business Model.. Way To You Customers Off And Get A Bad Rep.  I Let My 4 Y,0
"I don't know what problems everyone else is complaining about, but I love the game. Cute concept and fun to play. Not too hard and not too easy. If you don't want to spend real money on the IAP, then don't. Duh.",1
So far the app is pretty good and ranks between a 4 and 5 star app. When and if I find the In App Purchases I will no longer use the app and delete it from my Kindle Fire. Asking for $4.99 for a game and then pushing IAPs is uncalled for and I do not end,1
"I have NOT... I REPEAT HAVE NOT had to use my own money at all with this game. You can make pots on your own and then sell them , or follow what the characters ask you to make.The game/app does what it says it does and bonus it does it WITHOUT spending y",1
"i didnt expect much from this but it has totally exceeded my expectations. great pottery game! great graphics, fun unlock system.",1
"Fun game - Yes. Good idea - Yes. Worth $5 - Nope. Worth $5 + more $$ to actually design your pots without having to make dozen of bland ones before you can - Worst idea EVER. Its like going to a restaurant, ordering an expensive steak dish, then tell you",0
Not sure why an app that requires in app payment to play is considered a free app of the day.  It's sad when they start the description out with the disclaimer... Stop letting them get away with this model people!  You're telling them it is okay when you,0
"This is one of the greatest art app I have come across,  It enables you to use your creative imagaination. I can spend hours make pottery, coloring them and addding designs.  I wish there weremore designs and themes available.",1
"Okay, some of us are just not gamers, we're creators.  I got this when it was the faotd and was hooked right away.  You don't have to buy a single thing.  As you create, you ""sell"" your work to earn ""money"" to buy the items that you need.  You don't ever",1
fudge turds yummy !!!!!!! I love you fudge turds!!! mmmm hmmmmFUDGE TURDS!!!! OH YEAH BABBBBY!!!YAY FUDGE TURDS FOR DIN DIN!!!yummy.ohyeah,1
you do not need to spend any real money on anything at any time.  I have actually played the game all day unlike so many childish people that reviewed the game based on what others said without even downloading it let alone playing it.  if you have never,1
"My grandson loves this game, downloaded when it was the app of the day. He gave me his 99&cent; to buy the polish design brushes today, and I was so angry that he then had to purchase them again with in game money. Really? How greedy can you get? So tire",0
this app is amazing. although the other reviews say that it is such a bad app its really not. yes I agree it is more of a hobby but still wither way it is really fun.,1
"So, normally this app is $5. and even after paying for it, you STILL have to pay even more REAL CASH to obtain items to play.  IAP's are the scourge of our time and we need to come together and boycott them  ALL! STAY AWAY!!",0
"This is less of a game and more of an activity. That being said, its a fairly enjoyable way to kill off some time on a lazy afternoon. Making the pottery allows you to tap into your creative side, and, tho the actual modifications you can make to the pot",0
I cannot post the creations I made and as I bought all the patterns and extra colors(which should have been included)I am very disappointed. I cannot even sign onto the site for help. I recommend that you do not waste your money like I did. Have been wai,0
welll I never played this game but seems really dumb. I mean read the reveiws u would think y does this game Evan exist.  like really if you don't follow me my saying I would never under stand u&hellip;&hellip;&hellip;SO HALURRRRRRRRR WAKE UP SMELL THE F,0
"Unlike others here, I didn't pay $5 for the original version. Instead, I got it as the faotd and used the in-app purchasing to get some upgrades. Guess what? New phone = no upgrades and no way to restore them.  I don't mind HONEST in-app purchases, but t",0
"They want a super premium price, then want you to pay more to use it?  Sorry, don't think so.  This developer is on my list of those I will never buy an app from again.  Stop supporting these scammers.Refuse to buy from devs that do this.",0
This app has to honestly be the best app I've ever seen.  It's so affordable &amp; the possibilities are endless. I absolutely love it. I've had hours of fun. Definitely worth downloading. You won't regret it.,1
"Let me say first, that I think it is rotten that people have lost their work and I hope the company is going to do something about that.With that said, I played this all day. It's not difficult to figure out, but it is challenging. It is fun and I am rea",1
"This app is so cool. I would definitely rate this 5 stars. It allows you to be creative, and colorful. I love this app. Though, there is one thing that I don't like. One day, I was messing around with the languages before I realized that the app doesn't ",1
"I can't believe the developers would have the audacity to charge five bucks for their app and then nickel and dime people for additional money as they go through the game. Sure, today it's being offered for free, but you couldn't PAY me to download it ri",0
This is such a fun and entertaining app. especially for kids. They love it!! But for an adult its easily accomplished.,1
"I was gonna buy this on my 3ds a couple weeks ago. So glad I waited! As far as the IAPs...I've been playing for a couple hours &amp; have yet to see anything to buy. You create your pottery. From start to finish everything...sculpting, painting, etc. wor",1
I have had a lot of fun with this app my brothers and I are constantly bragging to each other on how much money we got on a piece of pottery although I do agree with others that 5 dollars is a little much its a fun and slightly challenging game to play a,1
I don't see what is wrong with this game this is my favorite game Ever! It is fun designing pots and seeing how much their worth,1
I liv this game it is very.entertaining it is a great time killer the only complaint is that I cant send my pictures of my pottery with my email hey wanna know my email?,1
"For those of you thinking about getting this app.... I'd like to correct some bad information ....There are NO IAP... I've looked (hard) to find them after all the bad reviews ... the don't exist. Yes, this is on the more expensive side, but there aren't",1
it used to be free now it is FIVE DOLLARS are u kidding me i saw it one day it was free i was gonna get it the next and it was five dollars  so i am mad,1
"The update eliminated ALL previous work and NOW it still costs $5 but you can't get all of your upgrades through ""$5-play."" You have to pay MORE for this??This is an app that lets you create pottery through a simple touch screen ""swiping"" method from the",0
"Okay Amazon, enough with the free apps then supporting greedy devs which use in app purchases.  I'm about to give up on the Amazon App store because of this.",0
Ok so I work at a elementary school and we let the kids play on the ipads every once in a while. The kids LOVE this app. It is great for creating and getting used to the electronic. It's worth the $5. The only disadvantage is some glitches and force clos,1
best game ever play every time I see him moo moo moo moo moo moo moo moo moo moo moo,1
I've played this game through several levels and I find it challenging and interesting. No need to buy any content so far.. ...,1
Great Game !!!! Lots of pots to make ! Very fun.  YourAble To Make cups from Coffee Cups to jars To FoodBowls.,1
We HAVE to boycott IAP! Scamming us out of even more money in game . . . Don't think so!,0
"IAP does not always equal bad. There are TONS of games out there that offer the option to pay real money to get things. You know why? Because people are lazy, and would rather spend some pocket change to get it rather than work their way through the game",1
"I have no idea what the negitive reviews are about. I got this for free and I think its great.There is an Option to buy added tools later in the game, but so what. Its fun, there's no time limit,and no mess. Great App!",1
"Send your creations to other people?  Really?  Maybe if you made a real pot in grammar school, then your mom would cherish and keep it.  Sending mom a crummy ePot instead of visiting her on mothers day isn't going to earn you any points.",0
I got this app for my kindle fire and haven't run into any problems.  I love it. My younger sister and brother love this app. He literally begs me to play it. I haven't had to spend real money. I haven't even been offered the chance to spend real money. ,1
"Shameful greed going on here. Okay so maybe you can use this app without using IAP, but it's just the thought of $5 plus IAP that smells of greed. Oh and the Urban Airship module=shame on you too!This app was very boring and very sub par for an Infinite ",0
"We've been playing all day.  Love it!  Great on the fire, and never needed to buy anymore.  Good job, dev.",1
"...Really guys? This app is brilliant! With the update that some people were complaining about, it works perfectly fine for me, and I have a Kindle Fire!The displays are brilliant, the features are sensitive, which is great, and the remarkable results ar",1
There are a lot of warnings saying don't upgrade this to use real money.  So just leave it as is and you will be fine.  It has kept the granddaughter going for 2 days so far.  She has learned how to email her creations so now I get email from her.  It wa,1
"all you idiots who said it was based on iaps are wrong, haven't found one yet, the games currency is coins, but not real coinage, anyway AWSOME game",1
I've been waiting patiently and finally an app that offers me a chance to add more to my pottery experience with IAPs.,1
This game is pretty poor.  It stinks that the pay version has IAPs.  Its also very repetive and boring.  I do not recommend.,0
I love how this works on my kindle fire..... this is fun and I love making new designers for my pots. I also like how you don't spend real money.You earn it in the game by selling you're pots.....,1
Ok I love this game it's so fun and now well I'm pottery crazy. It's so real looking and you get to order it and make it come to life !!,1
"First of all, I've plenty of fun with this game and haven't spent a penny of my real money.  It's sort of a 3D puzzler where you recreate pottery based on pictures sent with orders from customers.  It's easy enough so it doesn't get to be frustrating, bu",1
"This appear normally costs five bucks but then they dun you for more after purchase.  That's just greedy, and should not be encouraged.",0
"Here we go, another game with In App Purchases!  And it's free, but wait, that means it's never free doesn't it? And to think the regular price is $4.99. What a joke! I can't believe anyone would actually pay for this game and then pay more for extra stu",0
"I absolutely love this app.  The in app purchases are completely optional.  The app is very cool, and very addicting!  Although, I got this app when it was the FAOTD, I would recommend it but I wouldn't buy it for the $4.99 price.  Of course, I probably ",1
"My eight year old grand daughter put this on my Kindle recently. At first I was not impressed, but she wanted it.  When she started creating all these beautiful pottery pieces and them selling them I was blown away. Not only at how artistic and creative ",1
"I'm really enjoying this app so far. It works fine on my Kindle Fire, and I haven't encountered any IAPs yet. It might not be worth $5, but luckily it was the FAOTD. Thanks Amazon!",1
"Yes, this app allows you to purchase additional brushes if you choose to do so. HOWEVER, there is TONS of free content in this game and you don't need to pay to play for hours.There are a ton of challenges that use the content already in the game. I've b",1
the app sucks. boring!!!!!!!! don't buy this app.  I would rate it a 0 if I could I m a 14 year old boy loo king for sum fun and this is not it,0
"Didn't get to try it, but once I installed it it started sending notifications to notification bar and adds. It does it very persistently too.  Guess I won't be getting to the IAPs haha. Too bad, looked like it would have been fun.",0
"After reading the reviews for this app Im sorry to say that I wouldn't be dl this at all. Inap purchases completely turn me off .. Even though it's a ""free"" app today it's not going to be free in the long run. After someone stated that inbox request stop",0
"I wasn't sure about this app at first, but after downloading &amp; playing it fir a while it is better than I thought. If u like to create things &amp; if u can imagine how something would look; then u should get this app.",1
just draw and you have a masterpiece. Never can make mistakes. A great app for big and little people. Thanks,1
"I think this game is very fun, addicting and actually quite relaxing. I enjoyed it very much. Recommended from me.",1
Yesterday this was the faotd so I checked it out and almost didn't download it because everyone was bitching about in app purchasing but I play for hours before seeing any type of &quot;real money&quot; upgrade offers. This is a game where you make potte,1
by the time u are done you spend like 30 bucks. you can buy the new Zelda on Wii for that.,0
"Have an Asus 300 Transformer Pad and was thrilled when this was the free app of the day.  Had to reboot tablet immediately after loading app, this should have been an indication of  things to come.  Third time &quot;creating&quot; something tablet locked",0
"I've seen a few one star reviews claiming in app purchasing to continue playing the game, I tried finding a way of spending real money to purchase paint colors or materials and there is no such option.  All purchases are done in the 'shop's which uses ga",1
